repository,issue_count,comment_count,unique_users,open_issues,first_issue,last_issue
math411/strawberryfields,1,0,1,0,2023-04-24,2023-04-24
gradicci/QuantumKatas,1,0,1,1,2021-07-28,2021-07-28
alex-treebeard/Cirq,1,0,1,0,2021-02-04,2021-02-04
dwavesystems/penaltymodel,149,113,19,6,2017-12-13,2024-07-05
Jooyuza/deepquantum_test,1,0,1,0,2024-08-06,2024-08-06
gauravsavanur07/qiskit-js,1,1,2,1,2021-02-15,2021-02-15
AmirulAndalib/qiskit,29,0,1,1,2024-08-21,2024-10-29
nbronn/qiskit-research,8,2,2,0,2023-03-29,2024-05-09
paulsurrey/qupulse,1,0,1,0,2022-11-02,2022-11-02
HQSquantumsimulations/qoqo-qiskit,63,17,5,5,2023-04-21,2024-10-16
raghavan-arvind/quantum-maxcut,27,13,1,14,2019-10-21,2022-12-08
hitomitak/qiskit-aer,3,0,2,0,2019-10-02,2023-10-02
khlaifiabilel/holohub,1,0,1,1,2024-04-04,2024-04-04
rreiner-hqs/qoqo,1,0,1,0,2024-01-22,2024-01-22
gadial/qiskit-experiments,1,2,1,0,2022-06-29,2022-06-29
oqc-tech/cuda-quantum,9,2,4,1,2023-05-23,2024-09-25
kdk/qiskit-terra,33,26,4,3,2019-05-22,2023-03-06
jiaqileng/QHDOPT,31,4,6,7,2024-01-21,2024-09-20
hongyehu/PyClifford,27,50,20,11,2022-08-07,2024-10-17
pasqal-io/pyqtorch,288,310,29,22,2022-08-15,2024-10-24
anpaz/aleph,19,1,2,0,2022-05-14,2024-06-27
amazon-braket/autoqasm,55,100,13,6,2023-11-28,2024-10-28
leo14993/study_case_service,1,0,1,0,2023-06-14,2023-06-14
smturro2/personal-site,2,1,1,0,2024-09-10,2024-09-10
CQCL/guppylang,603,430,18,99,2023-05-15,2024-10-29
Varda-star/Pulser,2,0,1,0,2022-12-29,2022-12-29
alexandrebis/quantum-catsweeper,2,0,2,0,2020-12-01,2020-12-01
mkeshita/qiskit-terra,1,0,1,1,2022-03-31,2022-03-31
ArvindK12345/Qcodes,4,0,1,0,2017-10-12,2017-10-13
gvvynplaine/qiskit-community-tutorials,2,0,2,2,2020-04-04,2020-10-30
artiste-qb-net/qubiter,46,29,8,41,2016-03-22,2023-10-28
d1ssk/graphix,1,0,1,0,2023-05-21,2023-05-21
jainvasu631/QuantumKatas,2,0,1,0,2020-08-14,2020-10-05
taalexander/python-qinfer,16,1,2,3,2016-06-28,2018-01-15
kingjay66/qsel,1,0,1,1,2024-07-09,2024-07-09
Quantum4HEP/QUnfold,15,6,2,0,2023-08-03,2024-07-17
qiskit-community/qiskit-community-tutorials,167,191,99,49,2019-05-30,2024-10-29
Userfound404/QMLHEP,2,0,1,0,2024-07-22,2024-07-22
LangMers/Cirq,8,34,5,7,2023-12-24,2024-03-28
NewGitter2017/tket,1,0,1,1,2022-01-19,2022-01-19
hemangandhi/Quantum-Computing-Hackerhour,16,4,1,8,2019-10-21,2022-12-08
manannarang/qiskit-metal,2,0,1,1,2021-08-12,2021-08-12
coruscating/qiskit-experiments,15,1,4,0,2021-05-11,2024-06-04
acidburn0zzz/pennylane,1,0,1,1,2019-12-22,2019-12-22
qiskit-community/qtcodes,3,1,3,0,2021-07-19,2021-09-05
mindspore-ai/models,15,7,20,14,2021-10-30,2024-03-27
IffTech/GSG-Morph,1,2,2,0,2021-10-29,2021-10-29
sukanya-aa/ibm-quantum-challenge-africa-2021,1,0,1,0,2021-10-12,2021-10-12
tonybruguier/pennylane,6,3,1,3,2022-05-24,2023-03-25
samn33/qlazy,4,6,2,0,2020-02-26,2022-07-13
cirKITers/quantum-siren,37,19,5,9,2023-08-22,2024-08-28
Sahar2/qiskit-aqua,1,0,1,0,2019-08-15,2019-08-15
jyu00/qiskit-ibm-runtime,7,3,3,0,2022-01-13,2023-11-13
JMaterne/Perceval,2,0,1,0,2023-05-31,2023-05-31
QuTech-Delft/pennylane-quantuminspire2,16,3,5,3,2024-10-09,2024-10-25
dlyubimov/mahout,2,10,3,2,2014-05-28,2014-06-04
dekelmeirom/qiskit-experiments,2,0,2,0,2021-07-12,2021-10-21
nunofernandes-plight/openqasm,1,0,1,1,2021-02-20,2021-02-20
thu-pacman/HyQuas,6,17,4,1,2021-08-10,2022-08-24
uJhin/tequila,1,0,1,1,2022-06-17,2022-06-17
Spooky-Manufacturing/SpookyIDE,1,1,2,1,2022-02-11,2022-02-11
spauka/Qcodes,18,12,3,11,2017-06-06,2022-02-16
KMU-quantum-classroom/qiskit-classroom,13,2,3,1,2023-08-27,2024-05-09
Zihao96/qtrlb,5,0,2,0,2023-12-29,2024-10-25
rajdeep87/python_repos,1,0,1,1,2021-11-08,2021-11-08
ksk0629/quantum_convolutional_neural_network,21,15,1,0,2024-09-28,2024-10-25
sarvex/qiskit-terra,1,0,1,0,2023-06-05,2023-06-05
kUmezawa/qiskit-terra,19,25,2,5,2022-04-20,2023-03-06
zlatko-minev/pyEPR,161,272,50,44,2017-08-23,2024-09-19
qcenergy/qudra,11,0,4,0,2022-03-30,2022-04-07
StationQ/Liquid,64,152,40,3,2016-04-01,2020-03-31
Spooky-Manufacturing/QEDA,110,1,2,109,2021-10-03,2021-11-22
qdev-dk/QDataLib,1,0,1,0,2021-07-19,2021-07-19
jberwald/chimera-embedding,1,0,1,0,2018-09-26,2018-09-26
nuraiman/intel-qs,2,0,1,0,2020-09-01,2020-09-01
JanLahmann/Qoffee-Maker,48,25,9,8,2021-10-11,2024-07-31
cnxtech/dimod,3,1,1,2,2022-05-01,2024-04-08
quantumlib/qsim,671,1005,101,51,2020-02-08,2024-09-30
LGruenhaupt/Qcodes,2,0,1,0,2019-12-05,2019-12-10
WilliamHPNielsen/Qcodes,3,2,2,0,2017-04-21,2018-12-11
qiboteam/qiboml,44,57,11,25,2024-02-24,2024-10-29
ypeels/sequencing,1,0,1,0,2021-02-11,2021-02-11
dlasecki/qiskit-terra,44,55,6,6,2021-08-13,2023-03-06
conta877/dwave_embedding_utilities,2,0,1,0,2018-02-02,2018-02-02
tommasomazzoni/pyrpl,4,0,1,0,2018-07-10,2018-07-10
dwavesystems/dwave_networkx,242,315,49,32,2017-10-20,2024-10-28
ngnrsaa/qflex,299,689,20,29,2019-04-21,2023-12-19
nbronn/qiskit-terra,11,1,3,0,2021-10-05,2022-06-01
NEASQC/WP6_QNLP,111,13,7,0,2022-04-08,2024-06-20
samkenxstream/SAMkenXCCQubits,4,0,1,0,2023-06-16,2023-06-16
lyubov888L/silq,1,0,1,1,2021-05-18,2021-05-18
nvidia-holoscan/holohub,560,364,58,15,2023-01-06,2024-10-29
julienCALISTO/Perceval,5,0,2,0,2022-09-21,2022-12-15
farfella/qbsolv,1,0,1,0,2019-08-11,2019-08-11
pawmasz/qiskit-optimization,3,0,1,0,2021-04-28,2021-04-28
pnnl/NWQ-Sim,29,5,7,4,2023-01-11,2024-10-04
macdaliot/QEDA,1,0,1,1,2021-10-22,2021-10-22
kt474/qiskit-ibm-runtime,4,0,2,0,2023-11-23,2024-01-26
CQCL/pytket-pecos,41,6,5,1,2023-12-07,2024-10-09
a-eghrari/QuantumOptics.jl,1,0,1,1,2024-05-13,2024-05-13
jamesellis1999/qml,1,0,1,0,2022-01-27,2022-01-27
BBN-Q/QSimulator.jl,43,22,13,3,2013-11-18,2022-05-19
0tt3r/QuaC,2,0,2,1,2018-12-20,2019-08-16
kalzoo/pyquil,1,0,1,1,2019-12-17,2019-12-17
marcusbritanicus/tweedledum,1,0,1,0,2024-07-09,2024-07-09
hhorii/qiskit-aer,7,3,3,0,2020-04-17,2022-12-02
JdelArco98/tequila,2,0,1,0,2023-06-23,2023-10-05
SchusterLab/quantum-optimal-control,15,27,6,5,2017-05-30,2019-01-04
USCCACS/MISTIQS,1,0,1,1,2021-06-02,2021-06-02
MindQuantum-HiQ/ProjectQ,17,24,5,3,2020-07-25,2022-12-19
coder025/lightwood,1,0,1,0,2021-10-12,2021-10-12
zigen/quisp,10,4,3,3,2021-04-29,2023-02-27
ColibrITD-SAS/mpqp,103,31,7,9,2024-02-16,2024-10-29
QCGPU/qcgpu-rust,11,17,11,5,2018-04-10,2023-07-06
TheGupta2012/qiskit-terra,22,32,2,4,2022-04-27,2023-03-06
dendisuhubdy/ReCirq,1,0,1,1,2020-04-11,2020-04-11
itsubaki/q,25,34,11,2,2018-07-07,2024-04-03
olmuk/Quantum,1,0,1,0,2024-03-08,2024-03-08
Buffoni/SQWalk,2,1,2,0,2021-06-06,2021-06-06
leepike/python_repos,1,0,1,1,2021-11-22,2021-11-22
JiihwanKim/qutip,1,0,1,0,2020-02-06,2020-02-06
seunomonije/quantum-programming-api,7,0,3,1,2021-01-24,2021-03-12
magnamancer/qutip,4,0,2,0,2023-06-15,2023-07-13
askolik/eqc_for_nco,1,5,2,0,2023-11-07,2023-11-07
diracq/qdhmc,20,13,3,1,2022-07-11,2024-05-10
isabella232/QuantumKatas,1,1,2,1,2022-07-13,2022-07-13
andrewmusselman/mahout,1,0,1,0,2015-04-07,2015-04-07
ytdHuang/QuAwesome,3,0,2,1,2023-04-17,2023-04-17
BBN-Q/RandomQuantum.jl,18,18,7,3,2017-05-17,2022-12-16
dcmckayibm/qiskit-ignis,1,1,1,0,2019-02-21,2019-02-21
29rou/dimod,85,75,2,11,2021-07-01,2023-02-27
QuanticParis/pyEPR,4,3,5,1,2020-10-01,2022-05-13
frankharkins/qiskit-ibm-runtime,3,0,1,0,2023-02-23,2023-02-24
BoxiLi/qutip,4,2,2,2,2019-06-24,2020-03-08
patooworld/amazon-braket-examples,23,23,2,20,2024-01-21,2024-08-29
Seyrom/qbsolv,10,0,1,0,2019-04-12,2019-05-02
BenchenH/amazon-braket-examples,3,0,1,0,2022-11-07,2022-11-09
dlyongemallo/pyzx,1,0,1,0,2023-11-30,2023-11-30
dapingQ/discopy,1,0,1,1,2021-11-08,2021-11-08
sd109/QuantumOptics.jl,2,0,1,2,2021-06-18,2021-07-16
arcondello/dwave-system,5,0,1,0,2018-05-07,2018-05-07
rajeshkumarkarra/strawberryfields,10,13,2,1,2020-08-11,2023-03-24
myQLM/myqlm-contrib,2,0,2,0,2020-07-06,2020-11-12
tonybruguier/quantum,8,4,1,4,2022-02-16,2023-03-25
gvvynplaine/QuantumKatas,2,0,2,2,2019-11-28,2020-10-30
qua-platform/qua-qsim,12,28,6,6,2024-05-21,2024-06-26
actione/cuda-quantum,3,3,3,0,2023-07-20,2024-10-22
DhruvaSambrani/Yao.jl,1,0,1,0,2023-03-25,2023-03-25
tramanedhall/QuantumKatas,1,0,1,1,2021-07-03,2021-07-03
elhep/artiq,2,0,1,0,2020-08-23,2020-08-24
boschmitt/cuda-quantum,7,0,1,2,2023-03-21,2023-08-22
molar-volume/qiskit-aqua,1,0,1,0,2020-07-04,2020-07-04
steelelab-delft/qucat,2,0,1,0,2019-06-03,2019-08-29
neupat/qiskit-terra,2,0,1,0,2019-12-11,2020-01-13
NTU-LaDS-II/qATG,6,0,5,0,2021-07-18,2024-05-27
CQCL/qujax,122,45,8,7,2022-08-16,2024-01-28
KOSASIH/quantum_ml_library,2,0,2,2,2024-04-27,2024-09-03
TheGupta2012/QickStart,8,2,3,1,2022-10-08,2024-09-05
aromanro/QCSim,25,28,3,6,2022-09-13,2024-09-02
swernli/Qcodes,1,0,1,0,2022-06-09,2022-06-09
Pranay144/quantum,1,0,1,1,2020-03-10,2020-03-10
silky/ProjectQ,4,3,1,3,2016-12-30,2017-01-01
anushkrishnav/toqito,1,0,1,1,2024-05-30,2024-05-30
HQSquantumsimulations/qoqo_qasm,116,42,6,6,2021-02-09,2024-10-11
or1426/qiskit-aer,2,0,2,0,2021-08-16,2021-12-02
Qiskit/qiskit-addon-sqd,95,52,10,7,2024-09-06,2024-10-29
AndyZzzZzzZzz/minorminer,6,0,1,0,2024-10-16,2024-10-24
dkkim1005/Neural_Network_Quantum_State,1,0,1,0,2021-12-01,2021-12-01
imashnake0/openqasm,1,0,1,0,2023-03-30,2023-03-30
softwareQinc/qpp,175,301,27,2,2014-11-13,2024-08-30
kenjikun/scikit-qulacs,1,0,1,1,2021-11-10,2021-11-10
sycomix/QuantumKatas,1,0,1,1,2023-10-23,2023-10-23
swarupa-vijaykumar/quantumcat,2,0,1,1,2021-06-12,2021-06-12
IBM-Quantum-Technical-Enablement/quantum-enablement,55,132,17,17,2024-01-09,2024-08-22
BBN-Q/Adapt,1,0,1,0,2019-07-23,2019-07-23
Jajiko/Qcodes,1,0,1,0,2020-05-26,2020-05-26
BAQIS-Quantum/qsteed,11,0,2,0,2024-07-15,2024-10-22
evlachos93/SQuADDS,4,0,1,0,2024-02-09,2024-04-25
uJhin/torchquantum,1,0,1,1,2022-07-16,2022-07-16
LoopGlitch26/QuantumKatas,5,5,2,0,2020-06-23,2020-10-11
JMuff22/qiskit-on-iqm,1,0,1,0,2023-11-07,2023-11-07
RobertWezemanTNO/pennylane-quantuminspire,1,0,1,0,2023-02-15,2023-02-15
merav-aharoni/qiskit-aer,13,2,5,0,2019-02-27,2021-08-05
donghufeng/mq_benchmark,5,0,3,0,2022-06-16,2022-06-29
rigetti/pyquil-for-azure-quantum,19,10,9,6,2022-04-27,2024-10-18
zapatacomputing/QClassify,10,0,2,0,2018-10-29,2019-01-28
mgunyho/Qcodes,447,433,1,15,2020-09-28,2023-01-26
QuTech-Delft/pennylane-quantuminspire,151,56,8,8,2022-05-24,2024-05-14
NVIDIA/cuQuantum,69,264,60,15,2022-02-01,2024-10-28
ducthanh1991/qadence,1,0,1,0,2024-06-06,2024-06-06
apollomok/qbsolv,1,0,1,0,2019-09-01,2019-09-01
stubbi/Cirq,4,0,1,2,2021-05-17,2021-06-21
InderpalSuthar/cuda-quantum,1,0,1,0,2024-06-07,2024-06-07
invisibleanni/qcnn-hep,1,0,1,0,2023-06-30,2023-06-30
IceKhan13/purplecaffeine,151,153,8,6,2023-03-24,2024-07-01
todun/Quirk,1,0,1,0,2019-11-15,2019-11-15
cda-tum/mqt-dasqa,4,4,4,0,2023-06-16,2024-05-07
praveen8ae/cuda-quantum,1,0,1,1,2023-03-25,2023-03-25
adjs/qiskit-terra,34,52,1,6,2022-11-02,2024-07-08
e-ago/holohub-doca,1,0,1,1,2024-05-13,2024-05-13
vicentebolea/holohub,2,4,1,0,2024-03-27,2024-03-29
gmweir/pyrpl,3,0,1,0,2024-01-05,2024-01-05
gnannicini/qiskit-terra,31,17,2,5,2021-05-26,2023-03-06
cda-tum/mqt-qudit-compression,7,0,5,4,2023-07-07,2024-05-07
kumagaimasahito/dwave-neal,1,0,1,0,2023-06-01,2023-06-01
Infleqtion/qLDPC,132,61,10,23,2023-12-28,2024-10-17
jackraymond/dimod,11,3,2,0,2023-06-13,2023-08-17
notvicent3/Cirq,3,0,1,3,2023-11-15,2024-01-11
mshenoy87/amazon-braket-sdk-python,1,0,1,0,2022-05-23,2022-05-23
rsp1218/qiskit-tutorials,1,0,1,1,2019-03-19,2019-03-19
MihirsinhChauhan/Womanium-CataraQt,1,0,1,0,2023-08-30,2023-08-30
Gopal-Dahale/qml-hep-lhc,12,0,2,3,2022-05-31,2022-10-29
NMJ0/qiskit,1,0,1,0,2024-06-26,2024-06-26
qgrad/qgrad,80,147,5,4,2020-06-11,2022-05-08
LSaldyt/Qurry,47,44,2,22,2018-11-07,2019-09-22
Prakhar998/QuantumKatas,1,0,1,1,2020-11-17,2020-11-17
manoelmarques/qiskit-terra,30,29,2,1,2022-03-10,2023-03-06
schweitzpgi/cuda-quantum,1,0,1,0,2024-10-29,2024-10-29
rigetti/qcs-sdk-rust,494,248,18,73,2021-07-12,2024-08-15
AnurajT/pennylane-AT,1,0,1,1,2023-10-17,2023-10-17
kleniu/Qoffee-Maker,1,1,1,0,2023-01-08,2023-01-08
fs1132429/qiskit-nature,1,0,1,0,2022-04-05,2022-04-05
Qiskit/qiskit-js,89,87,12,20,2017-11-22,2019-09-08
agarwal-aryan/quantum-serverless,2,0,1,0,2023-03-23,2023-03-23
LyndonFan/lightwood,2,0,1,0,2021-10-13,2021-10-23
taalexander/qiskit-terra,3,0,2,0,2019-02-01,2020-04-21
antoniomezzacapo/qiskit-acqua,1,0,1,0,2018-07-06,2018-07-06
rdprins/strawberryfields_fork,1,0,1,0,2021-11-16,2021-11-16
Spooky-Manufacturing/8Q,29,56,5,3,2020-07-06,2023-01-10
chriswess71/QuantumKatas,2,0,2,1,2021-02-22,2021-02-27
bornman-nick/qua-libs,2,1,1,0,2024-09-04,2024-10-10
christianbmadsen/amazon-braket-examples,2,0,1,0,2022-02-21,2022-03-08
vontell/grove,3,0,1,0,2017-06-13,2017-08-04
tergite/tergite,1,1,2,0,2024-07-01,2024-07-01
rigetti/forest-openfermion,23,15,15,4,2017-10-19,2024-02-04
Colt2G/dwave-ocean-sdk,1,0,1,1,2022-06-28,2022-06-28
AbdullahKazi500/amazon-braket-sdk-python,3,0,1,3,2024-05-30,2024-05-31
ionq/pyGSTi,1,0,1,1,2024-01-17,2024-01-17
andncl/arbok_driver,65,25,2,8,2024-04-04,2024-10-10
quantumlib/ReCirq,356,553,54,35,2020-03-18,2024-08-01
zxcalc/quizx,77,36,17,1,2021-09-29,2024-10-29
thanacles/Cirq,1,0,1,0,2021-07-04,2021-07-04
pdc-quantum/qiskit-experiments,3,0,1,0,2021-10-29,2021-11-11
Helsinki-Qubits/qiskit-terra,31,36,7,0,2022-09-29,2022-12-13
ericbrts/Perceval,5,1,1,0,2022-06-27,2023-07-17
NVIDIA/cuda-quantum,2298,6833,127,301,2023-03-20,2024-10-30
WeiDaZhang/artiq,2,0,1,0,2019-10-26,2020-03-06
NuoWenLei/qiskit-terra,1,0,1,0,2020-06-13,2020-06-13
pedrorrivero/pr-toolbox,5,4,4,1,2023-06-22,2023-06-27
CQCL/tket2,673,530,20,59,2022-05-18,2024-10-28
nunoedgar-invest/mitiq,1,0,1,0,2023-03-23,2023-03-23
Abhigyan-Mishra/ProjectQ,2,1,2,2,2022-05-09,2022-12-12
cduck/cirqtools,2,1,3,0,2020-01-18,2020-06-09
balopat/Cirq,11,16,6,8,2020-08-20,2021-03-19
mrossinek/qiskit-nature,4,4,4,0,2022-07-20,2022-09-26
tichrisl137/amazon-braket-sdk-python,1,0,1,0,2023-02-16,2023-02-16
PennyLaneAI/pennylane-orquestra,47,69,12,7,2020-12-09,2024-01-11
ntanetani/quisp,9,5,2,2,2021-10-06,2023-02-27
nlbao/Cirq,1,0,1,0,2021-03-14,2021-03-14
BBN-Q/QuantumTomography.jl,36,36,10,6,2016-10-25,2020-12-31
yaleqc/qtcodes,82,43,15,19,2020-06-28,2024-05-09
arnaucasau/qiskit-aer,2,0,1,0,2024-01-26,2024-01-26
tsuvihatu/qiskit-terra,4,0,2,0,2022-06-23,2022-08-24
sa-shah/QuDPy,1,0,1,0,2022-09-15,2022-09-15
Boniface316/bigdata_vqa,73,2,2,9,2023-04-04,2024-06-24
arcondello/penaltymodel,4,0,2,0,2018-05-08,2018-05-09
zhinst/Qcodes,1,0,1,0,2020-05-27,2020-05-27
djg98115/aleph,3,0,1,0,2022-08-30,2022-08-30
DLozanoNavas/QuantumKatas,1,0,1,0,2020-01-03,2020-01-03
bonfus/undi,1,0,1,1,2020-07-21,2020-07-21
carry-all-coder/mindquantum-noise,6,1,1,5,2023-06-17,2023-08-14
uJhin/qupulse,1,0,1,1,2022-07-11,2022-07-11
equal1/cuda-quantum,6,0,1,0,2024-10-04,2024-10-21
MichalKononenko/quantum-utils-mathematica,2,0,1,0,2015-11-23,2017-03-17
Rashid-Test-Org/qml-main,1,0,1,0,2022-05-24,2022-05-24
Lacika02/bqskit,4,0,2,0,2023-11-09,2024-02-08
derwind/qiskit-aer,1,0,1,1,2023-02-23,2023-02-23
BBN-Q/QuantumInfo.jl,23,25,9,3,2017-01-23,2022-02-21
lerongil/qiskit-terra,2,0,1,0,2019-09-19,2019-09-19
ORNL-QCI/QuaC,5,3,3,1,2020-03-06,2021-02-12
pedrorrivero/qrand,32,69,17,17,2021-04-05,2024-04-14
to24toro/qiskit-terra,1,1,2,0,2023-04-19,2023-04-19
amazon-braket/amazon-braket-simulator-v2-python,40,23,8,3,2024-04-24,2024-10-07
ML4SCI/QMLHEP,33,2,19,0,2021-08-23,2024-10-15
marcusps/pyGSTi,1,0,1,1,2016-06-23,2016-06-23
adgt/qonduit,4,3,2,2,2021-02-11,2021-12-13
BBN-Q/Qlab.jl,91,89,12,16,2016-07-22,2021-11-12
rahul1704/pennylane,1,1,1,1,2020-04-30,2020-04-30
synthia2080/amazon-braket-sdk-python,9,0,1,0,2022-05-16,2022-05-25
nasa/hybridq,107,46,12,23,2021-07-22,2023-12-29
thecoder-mtv/quantumcat,1,0,1,0,2021-05-01,2021-05-01
lebinyu/qiskit-terra,3,0,1,0,2021-03-14,2021-03-16
notvicent3/OpenFermion,7,2,1,5,2023-11-15,2024-02-06
desireevl/qiskit-tutorials,1,0,1,0,2019-04-11,2019-04-11
QSAR-UBC/pennylane_qutrit_mixed,5,2,2,1,2023-11-04,2024-07-08
mstechly/vqf,5,5,5,1,2020-02-11,2023-06-17
talshani/entropy,44,83,3,5,2021-08-23,2023-02-14
IceKhan13/qiskit-terra,2,3,3,0,2019-11-08,2021-10-15
davidmerwin1992/dwave-ocean-sdk,11,1,1,9,2023-09-26,2024-07-10
truesoni/lightwood,1,0,1,0,2023-09-08,2023-09-08
alejomonbar/openqaoa,35,0,2,0,2022-08-08,2023-09-15
yitchen-tim/oqpy,1,0,1,1,2023-08-24,2023-08-24
jakelishman/qiskit-terra,31,15,6,0,2021-10-08,2024-10-14
arcondello/dwave-ocean-sdk,1,0,1,0,2018-05-10,2018-05-10
DSamuel1/mitiq,169,308,1,14,2021-09-14,2023-03-06
cirKITers/mind-the-qapp,32,35,3,11,2024-03-13,2024-08-16
fgnyilmaz/qiskit-metal,6,0,1,0,2021-08-19,2022-01-06
AgnostiqHQ/covalent,1825,3250,114,85,2022-01-21,2024-09-11
YanisLalou/WP6_QNLP,7,0,1,0,2023-06-15,2023-07-26
SoardRaspi/DanceAssist,1,0,1,0,2024-07-30,2024-07-30
jrroque/qiskit-community-tutorials,2,0,1,2,2020-08-15,2020-08-15
qibogang/qibolab,7,4,4,0,2022-11-17,2022-12-20
tobsto/pyzx,1,0,1,1,2022-03-25,2022-03-25
adminsharmasecureservicescausa/Quantum,1,0,1,1,2022-07-24,2022-07-24
RanjaniSundaram/cuda-quantum-dist,2,0,1,2,2024-08-08,2024-08-08
sandialabs/qick-dawg,47,5,5,11,2023-11-17,2024-10-12
ju2ez/quantum_annealing_sudoku,2,0,1,0,2021-02-25,2021-02-27
teaguetomesh/c2qa-qiskit,1,0,1,0,2022-05-12,2022-05-12
Standigm/QIP,15,0,1,0,2024-01-05,2024-01-18
clausia/tequila,8,1,4,1,2021-01-04,2021-02-03
msoeken/qpic,2,0,1,0,2016-04-21,2020-12-12
cda-tum/mqt-ddsim,458,624,32,11,2020-03-03,2024-10-28
amccaskey/cuda-quantum,6,0,4,3,2023-09-01,2024-10-25
robotAstray/qiskit-braket-provider,6,0,1,0,2023-06-14,2023-08-09
Statici/quantum-fog,1,0,1,0,2016-08-22,2016-08-22
MiasWuQG/qiskit-optimization,2,0,1,0,2024-08-16,2024-08-22
b-vanstraaten/qarray,1,0,1,0,2024-09-30,2024-09-30
ylzhang-cit/qutip,2,0,1,0,2016-12-24,2016-12-24
dwavesystems/dimod,1393,1783,99,160,2017-09-14,2024-10-17
Renmusxd/RustQIP,51,97,12,30,2019-12-19,2024-03-01
baidu/QCompute,3,3,5,3,2022-09-14,2024-03-25
notvicent3/Stim,1,0,1,1,2024-09-03,2024-09-03
QuantumUtils/quantum-utils-mathematica,23,33,9,14,2015-03-12,2024-09-05
dariavh/tequila,1,0,1,1,2023-08-16,2023-08-16
nunofernandes-plight/dwave-ocean-sdk,1,0,1,1,2021-02-20,2021-02-20
nunofernandes-plight/mahout,1,0,1,1,2021-02-20,2021-02-20
cda-tum/mqt-qudits,82,48,12,3,2024-04-11,2024-10-28
nelimee/sqt,20,0,1,7,2024-04-04,2024-10-03
tonybaloney/ants-azure-demos,13,14,12,3,2021-02-11,2024-08-19
priti-ashvin-shah-ibm/qiskit-research,1,0,1,0,2023-04-05,2023-04-05
ElePT/qiskit-algorithms,1,0,1,0,2023-07-26,2023-07-26
jimjag/mahout,5,0,1,5,2021-06-25,2021-06-25
vbelis/latent-ad-qml,12,5,5,0,2022-06-15,2024-06-05
iqm-finland/Cirq,2,1,1,0,2020-01-10,2020-01-23
Pranay144/Cirq,1,0,1,1,2020-02-28,2020-02-28
saich08/ProjectQ,11,0,1,0,2022-02-21,2022-07-24
tequilahub/tequila,366,179,59,1,2020-04-28,2024-10-25
kyeteraydeniz/qiskit-aer,3,0,1,0,2019-10-14,2019-10-14
quantumjim/QuantumGraph,1,0,1,0,2020-12-09,2020-12-09
barrygolden/QuantumKatas,2,0,1,0,2019-07-01,2019-07-11
cirKITers/quafel,104,53,8,20,2022-07-20,2024-06-07
fazliberkordek/SpookyIDE,1,0,1,1,2024-07-24,2024-07-24
myQLM/myqlm-interop,10,0,6,1,2020-07-27,2024-07-10
rigetticomputing/pyquil,1790,2913,273,219,2017-01-10,2024-09-14
sheecegardezi/Quirk,1,0,1,1,2022-02-11,2022-02-11
rajkk1/qiskit-terra,1,0,1,0,2020-07-26,2020-07-26
qiskit-community/qiskit-nature-pyscf,65,81,12,2,2022-11-07,2024-09-04
benjimaclellan/queso,1,1,2,1,2024-10-25,2024-10-25
kevinhartman/qiskit,27,42,9,4,2022-03-04,2024-07-17
BOHRTECHNOLOGY/quantum_tsp,5,2,3,0,2018-04-06,2018-12-02
njustboy/mahout,1,0,1,0,2016-07-20,2016-07-20
caleb-johnson/quantum-serverless,1,0,1,0,2023-06-07,2023-06-07
qutech/qopt,34,10,9,2,2020-11-20,2024-06-27
gvvynplaine/pennylane,3,0,3,3,2020-08-22,2020-10-30
babcockt18/pennylane,47,0,1,0,2024-01-24,2024-02-18
ElePT/qiskit-nature,2,1,3,1,2022-07-22,2022-09-28
SaraM92/qiskit-terra,18,0,5,0,2019-11-19,2019-11-20
OxfordIonTrapGroup/oitg,47,73,11,13,2019-04-05,2024-04-11
katringoogoo/qmap,32,56,2,6,2021-12-29,2023-01-23
uJhin/scqubits,1,0,1,1,2022-06-15,2022-06-15
BAQIS-Quantum/Qcover,2,0,1,0,2021-12-27,2021-12-27
daisyrainsmith/ProjectQ,1,1,1,0,2021-10-19,2021-10-19
SashwatAnagolum/Elivagar,10,1,3,4,2023-01-23,2024-10-02
mkeshita/Cirq,1,0,1,1,2022-03-30,2022-03-30
ivylee/QuantumKatas,1,0,1,0,2019-11-08,2019-11-08
ZeroXClem/qdhmc,1,1,2,1,2024-03-09,2024-03-09
jrskerrett/QuantumKatas,2,0,1,0,2021-02-13,2021-04-14
geophase/qutip,1,0,1,0,2020-05-09,2020-05-09
levbishop/qiskit-terra,3,0,1,0,2019-05-14,2019-06-05
iccmr-quantum/quantumaudio,7,4,1,1,2022-12-22,2023-02-03
alejomonbar/dimod,1,0,1,0,2023-07-26,2023-07-26
Guillermo-Mijares-Vilarino/qiskit-tutorials,6,0,1,0,2022-06-28,2022-07-05
cco3/goqu,2,2,2,0,2015-03-19,2024-04-02
j420247/quantum,1,0,1,1,2023-12-24,2023-12-24
cgmcintyr/SimulaQron,8,16,4,3,2018-10-17,2018-10-24
matrix-compute/qiskit,5,3,2,5,2024-07-09,2024-09-06
qojulia/QuantumOptics.jl,424,1173,97,33,2016-07-22,2024-10-23
Huawei-HiQ/HiQsimulator,50,109,22,7,2019-05-10,2022-09-14
aglne/mahout,1,1,1,0,2017-03-23,2017-03-23
